run_id	epoch	split	loss	accuracy	best_accuracy
2024-08-27 19:03:27.955813	1	train	0.07386497497558593	1.5	1.5
2024-08-27 19:03:27.955813	1	test	0.08112251001993816	1.6533333333333333	1.6533333333333333
2024-08-27 19:03:27.955813	2	train	0.06508685755729675	12.5	12.5
2024-08-27 19:03:27.955813	2	test	0.0710306303024292	4.946666666666666	4.946666666666666
2024-08-27 19:03:27.955813	3	train	0.056039140939712524	30.1	30.1
2024-08-27 19:03:27.955813	3	test	0.06873286240895589	7.36	7.36
2024-08-27 19:03:27.955813	4	train	0.048348934650421144	44.1	44.1
2024-08-27 19:03:27.955813	4	test	0.06724473463694254	8.493333333333334	8.493333333333334
2024-08-27 19:03:27.955813	5	train	0.040662478685379026	59.0	59.0
2024-08-27 19:03:27.955813	5	test	0.06603667206764222	9.513333333333334	9.513333333333334
2024-08-27 19:03:27.955813	6	train	0.03399945056438446	70.2	70.2
2024-08-27 19:03:27.955813	6	test	0.06500564786593119	10.133333333333333	10.133333333333333
2024-08-27 19:03:27.955813	7	train	0.028148301124572755	77.7	77.7
2024-08-27 19:03:27.955813	7	test	0.0641855938911438	11.073333333333334	11.073333333333334
2024-08-27 19:03:27.955813	8	train	0.022537838697433473	85.9	85.9
2024-08-27 19:03:27.955813	8	test	0.06376304607391357	11.306666666666667	11.306666666666667
2024-08-27 19:03:27.955813	9	train	0.018759037852287292	88.7	88.7
2024-08-27 19:03:27.955813	9	test	0.06379077425003052	11.2	11.306666666666667
2024-08-27 19:03:27.955813	10	train	0.014649387776851654	93.1	93.1
2024-08-27 19:03:27.955813	10	test	0.06325618602434795	11.853333333333333	11.853333333333333
