dataset,arch,layer_percent,channel_percent,epoch,final_acc,best_acc
cifar100,vgg16_bn,0.5,0.4,100,64.88,65.43
cifar100,vgg16_bn,0.5,0.5,100,64.71,64.94
cifar100,vgg16_bn,0.5,0.6,100,64.35,65.24
cifar100,vgg16_bn,0.5,0.7,100,64.07,64.56
cifar100,vgg16_bn,0.5,0.9,100,64.3,64.36
cifar100,vgg16_bn,0.5,1,100,63.44,63.9
cifar100,vgg16_bn,0.6,0.4,100,52.39,52.81
cifar100,vgg16_bn,0.6,0.5,100,46.8,47.25
cifar100,vgg16_bn,0.6,0.6,100,45.68,46.15
cifar100,vgg16_bn,0.6,0.7,100,40.11,40.33
cifar100,vgg16_bn,0.6,0.9,100,34.41,34.78
cifar100,vgg16_bn,0.6,1,100,32.66,33.2
cifar100,vgg16_bn,0.7,0.4,100,39.19,39.53
cifar100,vgg16_bn,0.7,0.5,100,31.54,32.16
cifar100,vgg16_bn,0.7,0.6,100,22.37,22.78
cifar100,vgg16_bn,0.7,0.7,100,19.22,19.56
cifar100,vgg16_bn,0.7,0.9,100,18.67,18.97
cifar100,vgg16_bn,0.7,1,100,17.28,18.16
cifar100,vgg16_bn,0.9,0.4,100,17.0,17.31
cifar100,vgg16_bn,0.9,0.5,100,15.22,15.59
cifar100,vgg16_bn,0.9,0.6,100,14.03,14.51
cifar100,vgg16_bn,0.9,0.7,100,13.47,14.06
cifar100,vgg16_bn,0.9,0.9,100,13.34,13.88
cifar100,vgg16_bn,0.9,1,100,12.8,13.73
cifar100,vgg16_bn,1,0.4,100,16.4,16.9
cifar100,vgg16_bn,1,0.5,100,15.32,15.49
cifar100,vgg16_bn,1,0.6,100,13.74,14.45
cifar100,vgg16_bn,1,0.7,100,14.12,14.45
cifar100,vgg16_bn,1,0.9,100,13.64,14.09
cifar100,vgg16_bn,1,1,100,13.42,13.96
