run_id	epoch	split	loss	accuracy	best_accuracy
2024-08-27 15:38:54.270749	1	train	0.0855485577583313	0.9	0.9
2024-08-27 15:38:54.270749	1	test	0.08992699508666992	0.5563636363636364	0.5563636363636364
2024-08-27 15:38:54.270749	2	train	0.08041487550735474	4.5	4.5
2024-08-27 15:38:54.270749	2	test	0.0855391088659113	0.6981818181818182	0.6981818181818182
2024-08-27 15:38:54.270749	3	train	0.07675188875198365	7.9	7.9
2024-08-27 15:38:54.270749	3	test	0.08645002535039728	0.7381818181818182	0.7381818181818182
2024-08-27 15:38:54.270749	4	train	0.07387299394607544	9.6	9.6
2024-08-27 15:38:54.270749	4	test	0.08724512523304333	0.9636363636363636	0.9636363636363636
2024-08-27 15:38:54.270749	5	train	0.06990804481506348	14.0	14.0
2024-08-27 15:38:54.270749	5	test	0.08685967604897239	1.0327272727272727	1.0327272727272727
2024-08-27 15:38:54.270749	6	train	0.067269038438797	16.7	16.7
2024-08-27 15:38:54.270749	6	test	0.0874067831212824	1.0872727272727272	1.0872727272727272
2024-08-27 15:38:54.270749	7	train	0.06390063357353211	19.1	19.1
2024-08-27 15:38:54.270749	7	test	0.08860379820736972	1.1345454545454545	1.1345454545454545
2024-08-27 15:38:54.270749	8	train	0.06093293261528015	24.1	24.1
2024-08-27 15:38:54.270749	8	test	0.08802015895843505	1.2763636363636364	1.2763636363636364
2024-08-27 15:38:54.270749	9	train	0.0584735848903656	26.8	26.8
2024-08-27 15:38:54.270749	9	test	0.08864507815621116	1.2763636363636364	1.2763636363636364
2024-08-27 15:38:54.270749	10	train	0.05554910564422608	30.1	30.1
2024-08-27 15:38:54.270749	10	test	0.09136502862410112	1.2763636363636364	1.2763636363636364
