run_id	epoch	split	loss	accuracy	best_accuracy
2024-08-26 23:27:09.271038	1	train	0.10421401023864746	1.4	1.4
2024-08-26 23:27:09.271038	1	test	0.12274059519334272	0.9090909090909091	0.9090909090909091
2024-08-26 23:27:09.271038	2	train	0.09650415325164795	2.9	2.9
2024-08-26 23:27:09.271038	2	test	0.09076441156213934	4.149090909090909	4.149090909090909
2024-08-26 23:27:09.271038	3	train	0.09193485641479492	3.5	3.5
2024-08-26 23:27:09.271038	3	test	0.09108969294808128	4.581818181818182	4.581818181818182
2024-08-26 23:27:09.271038	4	train	0.0868228793144226	4.2	4.2
2024-08-26 23:27:09.271038	4	test	0.09176407096169212	4.069090909090909	4.581818181818182
2024-08-26 23:27:09.271038	5	train	0.0833426432609558	5.1	5.1
2024-08-26 23:27:09.271038	5	test	0.09214689898057417	3.930909090909091	4.581818181818182
2024-08-26 23:27:09.271038	6	train	0.07963599920272828	6.7	6.7
2024-08-26 23:27:09.271038	6	test	0.09167529236186635	4.069090909090909	4.581818181818182
2024-08-26 23:27:09.271038	7	train	0.07700229215621948	6.4	6.7
2024-08-26 23:27:09.271038	7	test	0.09341628180417147	3.632727272727273	4.581818181818182
2024-08-26 23:27:09.271038	8	train	0.07336873841285706	8.9	8.9
2024-08-26 23:27:09.271038	8	test	0.09233602598363704	3.7854545454545456	4.581818181818182
2024-08-26 23:27:09.271038	9	train	0.07230266952514648	10.1	10.1
2024-08-26 23:27:09.271038	9	test	0.0938213245045055	3.4363636363636365	4.581818181818182
2024-08-26 23:27:09.271038	10	train	0.06912408447265625	10.6	10.6
2024-08-26 23:27:09.271038	10	test	0.09109652876420454	3.898181818181818	4.581818181818182
