run_id	epoch	split	loss	accuracy	best_accuracy
2024-09-04 17:23:17.930426	1	train	0.0438865852355957	17.0	17.0
2024-09-04 17:23:17.930426	1	test	0.07744468446878286	15.23076923076923	15.23076923076923
2024-09-04 17:23:17.930426	2	train	0.03503188133239746	58.0	58.0
2024-09-04 17:23:17.930426	2	test	0.08730336335989144	12.36923076923077	15.23076923076923
2024-09-04 17:23:17.930426	3	train	0.025436500310897826	63.0	63.0
2024-09-04 17:23:17.930426	3	test	0.05124279535733736	42.43076923076923	42.43076923076923
2024-09-04 17:23:17.930426	4	train	0.012806854099035264	89.0	89.0
2024-09-04 17:23:17.930426	4	test	0.04670619869232178	38.86153846153846	42.43076923076923
2024-09-04 17:23:17.930426	5	train	0.0030406022071838377	95.0	95.0
2024-09-04 17:23:17.930426	5	test	0.04417757122333233	40.0	42.43076923076923
2024-09-04 17:23:17.930426	6	train	0.0004709294624626636	100.0	100.0
2024-09-04 17:23:17.930426	6	test	0.03953828272452721	40.95384615384615	42.43076923076923
2024-09-04 17:23:17.930426	7	train	0.00026700868271291257	100.0	100.0
2024-09-04 17:23:17.930426	7	test	0.03713779229384202	43.01538461538462	43.01538461538462
2024-09-04 17:23:17.930426	8	train	0.00010648804251104593	100.0	100.0
2024-09-04 17:23:17.930426	8	test	0.035321522089151236	44.58461538461538	44.58461538461538
2024-09-04 17:23:17.930426	9	train	0.00022345954552292822	100.0	100.0
2024-09-04 17:23:17.930426	9	test	0.03434705286759596	45.69230769230769	45.69230769230769
2024-09-04 17:23:17.930426	10	train	8.852526312693953e-05	100.0	100.0
2024-09-04 17:23:17.930426	10	test	0.03417868265738854	45.84615384615385	45.84615384615385
