run_id	epoch	split	loss	accuracy	best_accuracy
2024-09-04 17:18:21.613376	1	train	0.05988457202911377	28.0	28.0
2024-09-04 17:18:21.613376	1	test	0.08392086527897762	21.6	21.6
2024-09-04 17:18:21.613376	2	train	0.006574459224939346	87.0	87.0
2024-09-04 17:18:21.613376	2	test	0.056725861916175256	27.26153846153846	27.26153846153846
2024-09-04 17:18:21.613376	3	train	0.0009027081355452537	99.0	99.0
2024-09-04 17:18:21.613376	3	test	0.04100368521763728	34.89230769230769	34.89230769230769
2024-09-04 17:18:21.613376	4	train	0.0006254054047167301	100.0	100.0
2024-09-04 17:18:21.613376	4	test	0.033492980663593	40.46153846153846	40.46153846153846
2024-09-04 17:18:21.613376	5	train	0.00021870797500014305	100.0	100.0
2024-09-04 17:18:21.613376	5	test	0.029068852461301364	46.215384615384615	46.215384615384615
2024-09-04 17:18:21.613376	6	train	0.00019359763711690903	100.0	100.0
2024-09-04 17:18:21.613376	6	test	0.02644477935937735	50.92307692307692	50.92307692307692
2024-09-04 17:18:21.613376	7	train	0.00019643079489469527	100.0	100.0
2024-09-04 17:18:21.613376	7	test	0.024872032972482534	53.723076923076924	53.723076923076924
2024-09-04 17:18:21.613376	8	train	0.00016061388421803713	100.0	100.0
2024-09-04 17:18:21.613376	8	test	0.02399540035541241	55.87692307692308	55.87692307692308
2024-09-04 17:18:21.613376	9	train	0.00036716463044285776	100.0	100.0
2024-09-04 17:18:21.613376	9	test	0.023399651784163256	57.16923076923077	57.16923076923077
2024-09-04 17:18:21.613376	10	train	0.00010374367237091064	100.0	100.0
2024-09-04 17:18:21.613376	10	test	0.023164975863236646	57.93846153846154	57.93846153846154
